occurrenceID,eventDate,date_year,month,decimalLatitude,decimalLongitude,sst,sss,datasetName,basisOfRecord,coordinateUncertaintyInMeters,season
422596,2023-12-17 11:41:48+00:00,2023,12,36.560885,-122.001114,12.88,32.97,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Winter
503904,2024-10-08 00:00:00+00:00,2024,10,36.653626,-122.001114,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Autumn
214546,2021-07-11 11:07:54+00:00,2021,7,36.666944,-122.001111,12.83,32.88,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
485704,2024-08-23 11:09:56+00:00,2024,8,36.573958,-122.001098,12.88,32.97,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
485703,2024-08-23 10:35:25+00:00,2024,8,36.573958,-122.001098,12.88,32.97,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
567990,2025-07-25 10:34:22+00:00,2025,7,36.652178,-122.001011,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
567991,2025-07-25 10:41:07+00:00,2025,7,36.652178,-122.001011,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
27667,2015-07-10 12:15:41+00:00,2015,7,36.60065,-122.001002,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
191298,2021-06-26 10:59:24+00:00,2021,6,36.379,-122.001,12.93,33.01,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
461694,2024-05-31 11:57:04+00:00,2024,5,36.828,-122.001,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
461693,2024-05-31 11:56:44+00:00,2024,5,36.828,-122.001,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
461691,2024-05-31 11:47:11+00:00,2024,5,36.828,-122.001,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
461690,2024-05-31 11:31:46+00:00,2024,5,36.828,-122.001,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
461692,2024-05-31 11:50:01+00:00,2024,5,36.828,-122.001,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
450170,2024-04-07 11:58:44+00:00,2024,4,36.831,-122.001,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
450169,2024-04-07 11:58:44+00:00,2024,4,36.831,-122.001,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
470348,2024-06-21 11:54:14+00:00,2024,6,36.834,-122.001,12.73,32.76,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
470350,2024-06-21 13:46:14+00:00,2024,6,36.834,-122.001,12.73,32.76,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
470349,2024-06-21 12:25:20+00:00,2024,6,36.834,-122.001,12.73,32.76,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
491596,2024-09-13 14:12:52+00:00,2024,9,36.836,-122.001,12.73,32.76,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Autumn
491594,2024-09-13 13:54:06+00:00,2024,9,36.836,-122.001,12.73,32.76,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Autumn
491593,2024-09-13 14:35:35+00:00,2024,9,36.836,-122.001,12.73,32.76,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Autumn
491595,2024-09-13 14:45:26+00:00,2024,9,36.836,-122.001,12.73,32.76,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Autumn
361611,2023-05-15 11:02:47+00:00,2023,5,36.875,-122.001,12.73,32.76,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
224637,2021-09-11 12:14:39+00:00,2021,9,36.958,-122.001,12.7,32.72,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Autumn
112883,2017-11-18 00:00:00+00:00,2017,11,36.828524,-122.000942,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Autumn
284229,2022-02-25 10:36:10+00:00,2022,2,36.567043,-122.000888,12.88,32.97,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Winter
320860,2022-10-19 13:01:52+00:00,2022,10,36.839013,-122.000865,12.73,32.76,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
320861,2022-10-19 13:01:54+00:00,2022,10,36.839013,-122.000865,12.73,32.76,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
661722,2026-05-04 12:18:53+00:00,2026,5,36.751111,-122.000833,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
292465,2022-04-18 11:44:35+00:00,2022,4,36.664283,-122.000823,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
349760,2022-05-22 10:55:36+00:00,2022,5,36.665218,-122.000803,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
264583,2021-11-24 12:07:08+00:00,2021,11,36.77558,-122.0008,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
666195,2026-05-05 11:06:18+00:00,2026,5,36.751181,-122.000789,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Spring
666194,2026-05-05 11:05:06+00:00,2026,5,36.751111,-122.000778,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Spring
43025,2018-07-22 13:54:16+00:00,2018,7,36.592243,-122.00073,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
267902,2017-03-25 07:52:00+00:00,2017,3,36.6362,-122.0007,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
62360,2019-05-04 12:32:48+00:00,2019,5,36.455273,-122.000692,12.93,32.98,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
293168,2022-04-17 10:21:07+00:00,2022,4,36.665338,-122.000692,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
544530,2025-04-25 11:26:42+00:00,2025,4,36.871197,-122.000642,12.73,32.76,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
158612,2020-11-29 12:04:54+00:00,2020,11,36.75226,-122.000612,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
137573,2020-09-01 15:25:30+00:00,2020,9,36.728749,-122.000607,12.83,32.88,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
382582,2023-08-19 10:15:58+00:00,2023,8,36.826862,-122.000602,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
266934,2015-07-24 11:09:00+00:00,2015,7,36.5733,-122.0006,12.88,32.97,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
479832,2024-07-31 12:30:36+00:00,2024,7,36.643056,-122.000556,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
458656,2024-05-19 11:02:23+00:00,2024,5,36.588465,-122.000555,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
666196,2026-05-05 10:06:36+00:00,2026,5,36.752208,-122.000544,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Spring
666197,2026-05-05 10:06:23+00:00,2026,5,36.752208,-122.000544,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Spring
349780,2022-06-17 11:28:14+00:00,2022,6,36.649372,-122.000543,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
315886,2022-09-07 11:25:35+00:00,2022,9,36.839825,-122.000542,12.73,32.76,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
7238,2016-07-16 13:28:00+00:00,2016,7,36.817204,-122.000531,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
447714,2024-03-23 13:52:28+00:00,2024,3,36.694493,-122.000521,12.83,32.88,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
158613,2020-11-29 12:23:44+00:00,2020,11,36.755288,-122.000518,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
533091,2024-07-15 08:24:59+00:00,2024,7,36.72808,-122.00051,12.83,32.88,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
268911,2018-07-05 15:49:00+00:00,2018,7,36.6455,-122.0005,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
43371,2018-07-12 12:28:46+00:00,2018,7,36.821333,-122.0005,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
460941,2024-06-03 11:44:23+00:00,2024,6,36.778697,-122.000497,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
459015,2024-05-27 11:05:20+00:00,2024,5,36.783326,-122.000495,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
485708,2024-08-26 15:15:13+00:00,2024,8,36.651296,-122.000486,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
370092,2023-05-07 00:00:00+00:00,2023,5,36.296852,-122.000427,13.0,33.03,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Spring
130936,2020-07-23 12:11:07+00:00,2020,7,36.559972,-122.000427,12.88,32.97,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Summer
130935,2020-07-23 12:09:51+00:00,2020,7,36.559972,-122.000427,12.88,32.97,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Summer
338659,2022-11-20 13:31:39+00:00,2022,11,36.507532,-122.000256,12.88,32.97,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Autumn
292464,2022-04-18 11:20:18+00:00,2022,4,36.65158,-122.000185,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
7122,2016-07-16 13:51:00+00:00,2016,7,36.814596,-122.000184,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
39856,2018-07-22 13:52:08+00:00,2018,7,36.593072,-122.00016,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
669331,2026-06-01 10:54:07+00:00,2026,6,36.789292,-122.000157,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
43115,2018-07-22 13:52:08+00:00,2018,7,36.593287,-122.000128,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
572009,2025-08-06 11:04:23+00:00,2025,8,36.833073,-122.000113,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
458470,2024-05-19 11:08:51+00:00,2024,5,36.582633,-122.000112,12.88,32.97,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
268004,2017-06-12 13:59:00+00:00,2017,6,36.5287,-122.0001,12.88,32.97,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
605579,2024-10-19 11:05:04+00:00,2024,10,36.726585,-122.000093,12.83,32.88,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
67655,2018-07-22 13:52:43+00:00,2018,7,36.592625,-122.00009,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
669342,2026-06-01 11:45:34+00:00,2026,6,36.785425,-122.000062,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
662757,2026-05-09 10:03:19+00:00,2026,5,36.652417,-122.000061,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
662758,2026-05-09 10:03:19+00:00,2026,5,36.652417,-122.000061,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
132821,2020-08-01 11:36:01+00:00,2020,8,36.77331,-122.000045,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
141619,2020-10-06 12:17:30+00:00,2020,10,36.66946,-122.00002,12.83,32.88,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
141618,2020-10-06 12:17:27+00:00,2020,10,36.66946,-122.00002,12.83,32.88,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
468836,2024-06-23 10:56:26+00:00,2024,6,36.647375,-122.000012,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
468835,2024-06-23 10:55:17+00:00,2024,6,36.647375,-122.000012,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
357969,2017-10-22 00:00:00+00:00,2017,10,36.1,-122.0,13.1,33.07,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Autumn
191300,2021-06-27 13:07:27+00:00,2021,6,36.3875,-122.0,12.9,33.01,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
69606,2019-07-23 10:31:31+00:00,2019,7,36.55,-122.0,12.87,32.97,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
574993,2025-08-12 16:20:19+00:00,2025,8,36.583333,-122.0,12.87,32.97,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
574991,2025-08-12 15:44:00+00:00,2025,8,36.6,-122.0,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
574992,2025-08-12 15:54:58+00:00,2025,8,36.6,-122.0,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
656985,2026-04-07 08:59:24+00:00,2026,4,36.6,-122.0,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Spring
265812,2014-07-05 15:38:00+00:00,2014,7,36.6066,-122.0,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Summer
14310,2014-05-07 00:00:00+00:00,2014,5,36.6066,-122.0,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Spring
14240,2014-12-04 00:00:00+00:00,2014,12,36.64,-122.0,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Winter
267506,2016-04-12 10:58:00+00:00,2016,4,36.64,-122.0,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
267505,2016-04-12 10:58:00+00:00,2016,4,36.64,-122.0,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
181633,2021-05-23 12:42:43+00:00,2021,5,36.64807,-122.0,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Spring
181634,2021-05-23 12:46:07+00:00,2021,5,36.64807,-122.0,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Spring
565401,2025-07-15 10:18:11+00:00,2025,7,36.65,-122.0,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
67003,2019-06-20 15:29:21+00:00,2019,6,36.653333,-122.0,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
2284,2013-01-09 00:00:00+00:00,2013,1,36.655,-122.0,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,0.11,Winter
67069,2019-06-23 10:27:40+00:00,2019,6,36.665,-122.0,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
553839,2025-06-09 11:06:38+00:00,2025,6,36.666667,-122.0,12.83,32.89,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
569467,2025-07-28 11:16:41+00:00,2025,7,36.666667,-122.0,12.83,32.89,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
75464,2019-08-25 12:57:32+00:00,2019,8,36.7,-122.0,12.83,32.89,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Summer
75743,2019-08-29 13:21:52+00:00,2019,8,36.7,-122.0,12.83,32.89,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Summer
553842,2025-06-09 11:29:47+00:00,2025,6,36.7,-122.0,12.83,32.89,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
553841,2025-06-09 11:19:11+00:00,2025,6,36.7,-122.0,12.83,32.89,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
560299,2025-06-30 12:02:53+00:00,2025,6,36.7,-122.0,12.83,32.89,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
565188,2025-07-14 11:02:07+00:00,2025,7,36.7,-122.0,12.83,32.89,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
565187,2025-07-14 10:53:22+00:00,2025,7,36.7,-122.0,12.83,32.89,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
6329,2012-05-03 17:59:00+00:00,2012,5,36.716667,-122.0,12.83,32.89,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
131089,2020-07-23 00:00:00+00:00,2020,7,36.778611,-122.0,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Summer
552913,2025-06-03 11:55:29+00:00,2025,6,36.783333,-122.0,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
50176,2018-11-17 11:11:49+00:00,2018,11,36.79,-122.0,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Autumn
50178,2018-11-17 16:02:43+00:00,2018,11,36.79,-122.0,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Autumn
50177,2018-11-17 13:17:18+00:00,2018,11,36.79,-122.0,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Autumn
315883,2022-09-07 11:25:31+00:00,2022,9,36.839747,-122.000375,12.73,32.76,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
65903,2018-08-22 10:13:18+00:00,2018,8,36.807103,-122.000357,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
321183,2022-09-21 13:11:27+00:00,2022,9,36.87109,-122.000348,12.73,32.76,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
349779,2022-06-17 11:17:13+00:00,2022,6,36.64796,-122.000347,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
311074,2022-08-13 11:17:47+00:00,2022,8,36.816175,-122.000347,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
152869,2020-11-13 01:33:10+00:00,2020,11,36.816667,-122.000333,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Autumn
152868,2020-11-13 01:32:56+00:00,2020,11,36.816667,-122.000333,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Autumn
43370,2018-07-11 13:04:00+00:00,2018,7,36.821167,-122.000333,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
311988,2022-07-29 16:01:47+00:00,2022,7,36.830667,-122.000333,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
222792,2021-09-01 12:14:13+00:00,2021,9,36.831792,-122.000325,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
62766,2019-05-06 10:13:20+00:00,2019,5,36.635862,-122.000296,12.84,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Spring
64568,2019-05-28 09:28:42+00:00,2019,5,36.688418,-121.993218,12.83,32.89,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
584892,2025-09-12 10:54:01+00:00,2025,9,36.644,-121.9932,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
584894,2025-09-12 18:06:33+00:00,2025,9,36.644,-121.9932,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
565112,2025-07-18 10:25:06+00:00,2025,7,36.710263,-121.993195,12.83,32.89,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
92892,2019-03-11 00:00:00+00:00,2019,3,36.80775,-122.0,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Spring
267632,2016-07-16 15:32:00+00:00,2016,7,36.8116,-122.0,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
267631,2016-07-16 15:32:00+00:00,2016,7,36.8116,-122.0,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
267630,2016-07-16 15:32:00+00:00,2016,7,36.8116,-122.0,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
215306,2021-07-20 22:40:16+00:00,2021,7,36.817256,-122.0,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Summer
312442,2022-08-17 11:32:55+00:00,2022,8,36.878,-122.0,12.75,32.83,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
512085,2024-11-28 13:34:16+00:00,2024,11,36.91,-122.0,12.75,32.83,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Autumn
587845,2025-09-21 14:19:46+00:00,2025,9,36.951,-122.0,12.71,32.75,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
587844,2025-09-21 14:19:46+00:00,2025,9,36.951,-122.0,12.71,32.75,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
126881,2020-07-04 11:48:26+00:00,2020,7,36.610464,-121.999977,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Summer
126880,2020-07-04 12:30:23+00:00,2020,7,36.610464,-121.999977,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Summer
7057,2016-07-16 13:25:00+00:00,2016,7,36.817486,-121.999842,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
585142,2025-09-12 10:12:12+00:00,2025,9,36.585826,-121.999841,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Autumn
62358,2019-05-04 12:25:43+00:00,2019,5,36.453453,-121.999804,12.92,32.98,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
7237,2016-07-16 13:25:00+00:00,2016,7,36.817512,-121.999787,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
169568,2016-07-16 13:16:00+00:00,2016,7,36.820298,-121.999758,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
141694,2020-10-10 10:02:17+00:00,2020,10,36.63206,-121.999741,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Autumn
141696,2020-10-10 10:02:26+00:00,2020,10,36.63206,-121.999741,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Autumn
141695,2020-10-10 10:02:22+00:00,2020,10,36.63206,-121.999741,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Autumn
43966,2018-08-13 11:16:58+00:00,2018,8,36.790062,-121.999728,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
7056,2016-07-16 13:25:00+00:00,2016,7,36.817576,-121.999703,12.78,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
268975,2018-07-23 09:17:00+00:00,2018,7,36.6288,-121.9997,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
268979,2018-07-23 09:17:00+00:00,2018,7,36.6288,-121.9997,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
268983,2018-07-23 09:17:00+00:00,2018,7,36.6288,-121.9997,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
268976,2018-07-23 09:17:00+00:00,2018,7,36.6288,-121.9997,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
268980,2018-07-23 09:17:00+00:00,2018,7,36.6288,-121.9997,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
268984,2018-07-23 09:17:00+00:00,2018,7,36.6288,-121.9997,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
268982,2018-07-23 09:17:00+00:00,2018,7,36.6288,-121.9997,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
268985,2018-07-23 09:17:00+00:00,2018,7,36.6288,-121.9997,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
268974,2018-07-23 09:17:00+00:00,2018,7,36.6288,-121.9997,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
268978,2018-07-23 09:17:00+00:00,2018,7,36.6288,-121.9997,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
268977,2018-07-23 09:17:00+00:00,2018,7,36.6288,-121.9997,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
268981,2018-07-23 09:17:00+00:00,2018,7,36.6288,-121.9997,12.85,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
62359,2019-05-04 12:28:18+00:00,2019,5,36.452585,-121.999653,12.92,32.98,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
508014,2024-11-10 11:01:55+00:00,2024,11,36.580536,-121.999572,12.87,32.97,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
570703,2025-07-24 06:06:03+00:00,2025,7,36.580882,-121.999556,12.87,32.97,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
570704,2025-07-24 06:14:36+00:00,2025,7,36.580882,-121.999556,12.87,32.97,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
570705,2025-07-26 03:39:00+00:00,2025,7,36.580882,-121.999556,12.87,32.97,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
570706,2025-07-30 05:52:52+00:00,2025,7,36.580882,-121.999556,12.87,32.97,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
570709,2025-07-30 23:56:38+00:00,2025,7,36.580882,-121.999556,12.87,32.97,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
